corpus,relative_path,utterance_id,speaker_id,session_id,subset,original_label,label_six,label_four,duration_s,sample_rate,sha256
cremad,AudioWAV/1001_IOM_NEU_XX.wav,cremad/1001_IOM_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.469125,16000,5639636fa4b56b721f5c5e9845fed80153e8958b57ababb6fccdf3fd7a8f737d
cremad,AudioWAV/1001_IOM_SAD_XX.wav,cremad/1001_IOM_SAD_XX,cremad_1001,,,sad,sad,sad,1.935250,16000,a8eecb6af135c84413660267db3c7d922286ee34628759b2109c8b9b88ca8069
cremad,AudioWAV/1001_ITH_ANG_XX.wav,cremad/1001_ITH_ANG_XX,cremad_1001,,,angry,angry,angry,2.369000,16000,0ec6786d789efd889f311660d8b5a80903228a6182ea9c6e837739f938c41198
cremad,AudioWAV/1001_ITH_DIS_XX.wav,cremad/1001_ITH_DIS_XX,cremad_1001,,,disgust,disgust,,2.168813,16000,054d9350614adc2d5124c7be8ba69366aba5bd8939643a8b0d31154fa2039973
cremad,AudioWAV/1001_ITH_FEA_XX.wav,cremad/1001_ITH_FEA_XX,cremad_1001,,,fear,fear,,2.102125,16000,5bac6e3da2a88792b4eaf599ad430660aec6dadf019e32047e6b1d443ed364f0
cremad,AudioWAV/1001_ITH_HAP_XX.wav,cremad/1001_ITH_HAP_XX,cremad_1001,,,happy,happy,happy,2.469125,16000,2ad730e5f3c2520a87f6c8fb360f49bee054d5c4073a64040ef1a1cc9d208ec3
cremad,AudioWAV/1001_ITH_NEU_XX.wav,cremad/1001_ITH_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.602625,16000,2e5f117c4cdb75bd40f20be6fc1eefd9fc6c8c58116213728a9798d4e892e81d
cremad,AudioWAV/1001_ITH_SAD_XX.wav,cremad/1001_ITH_SAD_XX,cremad_1001,,,sad,sad,sad,2.369000,16000,3d5ebe7f716d81298e56190aa9f519f040c3278ce9afc62e92f818adf90da1ff
cremad,AudioWAV/1001_ITS_ANG_XX.wav,cremad/1001_ITS_ANG_XX,cremad_1001,,,angry,angry,angry,2.569250,16000,e34fddf4a7c2e56f7ca992da2194bdae51ac605da0897f368ac613a2c4b44f43
cremad,AudioWAV/1001_ITS_DIS_XX.wav,cremad/1001_ITS_DIS_XX,cremad_1001,,,disgust,disgust,,2.202187,16000,2a16202be15cab5867993673932122df0c290247a100809f9249547798c818c7
cremad,AudioWAV/1001_ITS_FEA_XX.wav,cremad/1001_ITS_FEA_XX,cremad_1001,,,fear,fear,,2.135438,16000,1a669eef8094d0554800d2bb5cf7289dbc7b5042dee294bee3e294caee326699
cremad,AudioWAV/1001_ITS_HAP_XX.wav,cremad/1001_ITS_HAP_XX,cremad_1001,,,happy,happy,happy,2.202187,16000,261f83de5d3f64ab2cbf3d22f610723b3da9904839cd4f0b46eb15d07c455245
cremad,AudioWAV/1001_ITS_NEU_XX.wav,cremad/1001_ITS_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.435750,16000,f2e836190fd82501b993d732de52b0f3d95d9ede0b8c9b10cec02e0bbfc55cb3
cremad,AudioWAV/1001_ITS_SAD_XX.wav,cremad/1001_ITS_SAD_XX,cremad_1001,,,sad,sad,sad,2.669313,16000,461216b319fa53001d7009e6b5b90b8007a25cffca6dd546380d7442a6b68c83
cremad,AudioWAV/1001_IWL_ANG_XX.wav,cremad/1001_IWL_ANG_XX,cremad_1001,,,angry,angry,angry,3.169812,16000,af261d682260ed21d78cac13844061ed8dda1150a9b240e44c2253b995909f84
cremad,AudioWAV/1001_IWL_DIS_XX.wav,cremad/1001_IWL_DIS_XX,cremad_1001,,,disgust,disgust,,2.569250,16000,0f012c7f8b7a72c9b58f33ee4016dadb9fc9568919393694f405a1a53a550f80
cremad,AudioWAV/1001_IWL_FEA_XX.wav,cremad/1001_IWL_FEA_XX,cremad_1001,,,fear,fear,,2.369000,16000,2bc22e4fb6d3195ee4dca4f690d2cb674157a95e0c605176f39780629177cf24
cremad,AudioWAV/1001_IWL_HAP_XX.wav,cremad/1001_IWL_HAP_XX,cremad_1001,,,happy,happy,happy,2.102125,16000,efe63b1523336ed7e37214cd1a2def7f512bec6afce9e77293d5bef4c6fc050c
cremad,AudioWAV/1001_IWL_NEU_XX.wav,cremad/1001_IWL_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.836187,16000,54ace12b0dd657041f3612ada0932871be26a3bd8f59afd8a595dff3f9f0f98c
cremad,AudioWAV/1001_IWL_SAD_XX.wav,cremad/1001_IWL_SAD_XX,cremad_1001,,,sad,sad,sad,2.836187,16000,2afa4a843259d81cda37eb90d3eddf6df272c61cdd276b25ba99df952b44be2d
cremad,AudioWAV/1001_IWW_ANG_XX.wav,cremad/1001_IWW_ANG_XX,cremad_1001,,,angry,angry,angry,2.275562,16000,b5b53f467f7e5b3d3f0b35937a7fecabba3ca8adc9c08c2eeca5e4fb0395078c
cremad,AudioWAV/1001_IWW_DIS_XX.wav,cremad/1001_IWW_DIS_XX,cremad_1001,,,disgust,disgust,,2.068750,16000,47d7e5fe36afe124dc1123f5294c483174cf7d0b2e73a0516f2d29daae8bcd1e
cremad,AudioWAV/1001_IWW_FEA_XX.wav,cremad/1001_IWW_FEA_XX,cremad_1001,,,fear,fear,,2.202187,16000,bb18ed0dce41ae0f10cbd95dad352d3f1f533353510e9bd4918133ed9769ab04
cremad,AudioWAV/1001_IWW_HAP_XX.wav,cremad/1001_IWW_HAP_XX,cremad_1001,,,happy,happy,happy,1.968625,16000,6f9157608d04f0e6a60f059ef1bcd65e7ddf70547b12e16c45f86e923b5fb4ac
cremad,AudioWAV/1001_IWW_NEU_XX.wav,cremad/1001_IWW_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.268937,16000,3086f9d6a5b5f1c137b3b7a27add42f01f620c86e09bb2a071706ae39b0aa6c6
cremad,AudioWAV/1001_IWW_SAD_XX.wav,cremad/1001_IWW_SAD_XX,cremad_1001,,,sad,sad,sad,2.035375,16000,7d4b5b5947d959421349ebe51b830cace3f7100ea28acc06923db582b2175e96
cremad,AudioWAV/1001_MTI_ANG_XX.wav,cremad/1001_MTI_ANG_XX,cremad_1001,,,angry,angry,angry,3.003000,16000,091d724fb90db6ff40b552e184be493b42841b4818e513b6d640c79ccb87349a
cremad,AudioWAV/1001_MTI_DIS_XX.wav,cremad/1001_MTI_DIS_XX,cremad_1001,,,disgust,disgust,,2.936250,16000,21f4448f7ed1f178fd0e1f25b383d84a83bc59d05416bf9deeef3876d35bf796
cremad,AudioWAV/1001_MTI_FEA_XX.wav,cremad/1001_MTI_FEA_XX,cremad_1001,,,fear,fear,,2.369000,16000,f745f432da1490e809cae9f4817ee8ec6367a730e3fbdb652825b8a00fc365e4
cremad,AudioWAV/1001_MTI_HAP_XX.wav,cremad/1001_MTI_HAP_XX,cremad_1001,,,happy,happy,happy,2.369000,16000,c4bfd4d2d3148fe3b87df8b025cb7103ef347f2eaa18d712cc5e72945562cd4d
cremad,AudioWAV/1001_MTI_NEU_XX.wav,cremad/1001_MTI_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.302313,16000,56e3e7946e5bfdda64df79bf9891ec5131c05d834b1631f0cc2d182a5f135456
cremad,AudioWAV/1001_MTI_SAD_XX.wav,cremad/1001_MTI_SAD_XX,cremad_1001,,,sad,sad,sad,2.302313,16000,2cdb02d348034a6fc4ed684d8e507e78460a11a9712e08a2f57d937931728101
cremad,AudioWAV/1001_TAI_ANG_XX.wav,cremad/1001_TAI_ANG_XX,cremad_1001,,,angry,angry,angry,2.335688,16000,4acf9055fd9bb88d329af42dbb6dc02983dc8be18a41bccd4587bcb32ca283e7
cremad,AudioWAV/1001_TAI_DIS_XX.wav,cremad/1001_TAI_DIS_XX,cremad_1001,,,disgust,disgust,,2.736063,16000,61be0959e7ce3dd5b951ebceea2f2fb3a19cf38947b5ad5ac0c391c6576ae3da
cremad,AudioWAV/1001_TAI_FEA_XX.wav,cremad/1001_TAI_FEA_XX,cremad_1001,,,fear,fear,,2.402375,16000,a821c33da017643fb03799d075b82cd4ab7f6e62a13d8cbe39c753e0be628271
cremad,AudioWAV/1001_TAI_HAP_XX.wav,cremad/1001_TAI_HAP_XX,cremad_1001,,,happy,happy,happy,2.502500,16000,27b182e9008d82196a5b8d7dc6df14b79e4cb3594e7cbe4a47e94f24440b8ecc
cremad,AudioWAV/1001_TAI_NEU_XX.wav,cremad/1001_TAI_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.569250,16000,c2857906c38b2209f4025aac65d063c3e22fc8e33518e32d8c5a892fb21d86b0
cremad,AudioWAV/1001_TAI_SAD_XX.wav,cremad/1001_TAI_SAD_XX,cremad_1001,,,sad,sad,sad,2.802812,16000,fc11988c5df1dbbbcb5e23deaeb9ab2d09fd5ca20955744a244b4f2717c34f73
cremad,AudioWAV/1001_TIE_ANG_XX.wav,cremad/1001_TIE_ANG_XX,cremad_1001,,,angry,angry,angry,3.103125,16000,77cc1eb44c2182f24f82a88db3947d4b2b499beb959c81a6dc606bb4d2f4791f
cremad,AudioWAV/1001_TIE_DIS_XX.wav,cremad/1001_TIE_DIS_XX,cremad_1001,,,disgust,disgust,,2.202187,16000,6ecaa986e65d22f1bcc6642a3aaaf015fcf2b32b3d6c96cb03aeea5aec79156d
cremad,AudioWAV/1001_TIE_FEA_XX.wav,cremad/1001_TIE_FEA_XX,cremad_1001,,,fear,fear,,2.235562,16000,47efc102ef7b39965cd1f6c81428e85027d7a11d3d2790b15b37d2596383c936
cremad,AudioWAV/1001_TIE_HAP_XX.wav,cremad/1001_TIE_HAP_XX,cremad_1001,,,happy,happy,happy,2.302313,16000,c7aff2bebc0fb1e79f5c8c4cfe40d469a8cda747b33761487fca591c7f6005b9
cremad,AudioWAV/1001_TIE_NEU_XX.wav,cremad/1001_TIE_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.535875,16000,120e87fa9914fb122c59ddaa5a506ab4cd242cf8f1c876b44f4bf0e24e0186a7
cremad,AudioWAV/1001_TIE_SAD_XX.wav,cremad/1001_TIE_SAD_XX,cremad_1001,,,sad,sad,sad,3.036375,16000,f10904513058717dfc3dd7ca1c67f69e8ffaa8454ce2ab2d90330909b8178a2e
cremad,AudioWAV/1001_TSI_ANG_XX.wav,cremad/1001_TSI_ANG_XX,cremad_1001,,,angry,angry,angry,2.502500,16000,def1a1f3ebb57661b7017428e7278890b3b367bf05d13b8adfc9281bbd73c2e3
cremad,AudioWAV/1001_TSI_DIS_XX.wav,cremad/1001_TSI_DIS_XX,cremad_1001,,,disgust,disgust,,2.168813,16000,3904eacaea6beb9465ead0a09d9edcb8238fafacea649c352a71cedd44524c48
cremad,AudioWAV/1001_TSI_FEA_XX.wav,cremad/1001_TSI_FEA_XX,cremad_1001,,,fear,fear,,1.901875,16000,a5a6d3e41c0849d0a0617c0621821279ee84f85237248952e9973f8c0a781d0a
cremad,AudioWAV/1001_TSI_HAP_XX.wav,cremad/1001_TSI_HAP_XX,cremad_1001,,,happy,happy,happy,2.168813,16000,db01b15d9488f7d03d29fa59b94c15cbc7386bb0aaf1203ecffc2b7178a0fc50
cremad,AudioWAV/1001_TSI_NEU_XX.wav,cremad/1001_TSI_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.435750,16000,31df5627ab1843c2444ce0d73e3f0b766d161311a6d1d4a3971e34ce7d043721
cremad,AudioWAV/1001_TSI_SAD_XX.wav,cremad/1001_TSI_SAD_XX,cremad_1001,,,sad,sad,sad,2.502500,16000,60e0fc0367accefc2b7a4aa2dc236935e48836eeb88349a52bd4bfef99ad6b85
cremad,AudioWAV/1001_WSI_ANG_XX.wav,cremad/1001_WSI_ANG_XX,cremad_1001,,,angry,angry,angry,2.736063,16000,6201e4ae7356105720d784c0f7dc30098788a36ccd44f4d769aebd66a066a08c
cremad,AudioWAV/1001_WSI_DIS_XX.wav,cremad/1001_WSI_DIS_XX,cremad_1001,,,disgust,disgust,,2.669313,16000,7e81da46119abde4cd67c1be2c26595e9f5bbef7a09290d03de1927f417cd172
cremad,AudioWAV/1001_WSI_FEA_XX.wav,cremad/1001_WSI_FEA_XX,cremad_1001,,,fear,fear,,2.335688,16000,cfd1d9e548b63c6dfdb106b673bed604c72939eb644eab0b90aa0fb2c5794de5
cremad,AudioWAV/1001_WSI_HAP_XX.wav,cremad/1001_WSI_HAP_XX,cremad_1001,,,happy,happy,happy,2.275562,16000,dc9341bd127e7196f6a4dd8747b4c0fbf5d8d556bcae680f2abd8f3af02e5ae5
cremad,AudioWAV/1001_WSI_NEU_XX.wav,cremad/1001_WSI_NEU_XX,cremad_1001,,,neutral,neutral,neutral,2.736063,16000,bde7dad2326708b9c83360fa8a95d61c65c7d6f92de529a09c5f688c34524651
cremad,AudioWAV/1001_WSI_SAD_XX.wav,cremad/1001_WSI_SAD_XX,cremad_1001,,,sad,sad,sad,2.335688,16000,1e800ca42b22f1dc4e994d0689668094d09719ce56268c81c2a55294e2cf4f6c
cremad,AudioWAV/1002_DFA_ANG_XX.wav,cremad/1002_DFA_ANG_XX,cremad_1002,,,angry,angry,angry,2.569250,16000,31eda0c90ebd72b7f311ab3b980258c6d094e08be96da3d15fbd6a7e19ff91d8
cremad,AudioWAV/1002_DFA_DIS_XX.wav,cremad/1002_DFA_DIS_XX,cremad_1002,,,disgust,disgust,,2.535875,16000,3a398b799e48b8564ad1733ef2845ef898376d5ce7f86167aa3f4205c590498e
cremad,AudioWAV/1002_DFA_FEA_XX.wav,cremad/1002_DFA_FEA_XX,cremad_1002,,,fear,fear,,2.736063,16000,c4446bd1082e27ee04dcf45432b1cffc8baf5840d851d7f3fd2f3c9d2c04be98
cremad,AudioWAV/1002_DFA_HAP_XX.wav,cremad/1002_DFA_HAP_XX,cremad_1002,,,happy,happy,happy,2.202187,16000,f94a5f827691550aa0afaf5415e28e281c2beeb413245326aa650446dd0d7289
cremad,AudioWAV/1002_DFA_NEU_XX.wav,cremad/1002_DFA_NEU_XX,cremad_1002,,,neutral,neutral,neutral,2.502500,16000,3ee31d38d8e2a3216975505fe111faef333b02adfe508d0567ae4d31b9911799
cremad,AudioWAV/1002_DFA_SAD_XX.wav,cremad/1002_DFA_SAD_XX,cremad_1002,,,sad,sad,sad,2.369000,16000,c875b32f45ba7c98b048985321e75a6d3eac2d5e3d0beca5aee1eb0c79c0b12c
cremad,AudioWAV/1002_IEO_ANG_HI.wav,cremad/1002_IEO_ANG_HI,cremad_1002,,,angry,angry,angry,2.736063,16000,1affd52c09c545d847c4c4053d78fb086b7030c7aac25aed9df3cdd262cbc546
cremad,AudioWAV/1002_IEO_ANG_LO.wav,cremad/1002_IEO_ANG_LO,cremad_1002,,,angry,angry,angry,2.402375,16000,6bad56d54ad498311526dc7cb2e63206247b920f472db6dabd6f386ababed066
cremad,AudioWAV/1002_IEO_ANG_MD.wav,cremad/1002_IEO_ANG_MD,cremad_1002,,,angry,angry,angry,2.769437,16000,3b79b628ab860478a5c9a371d6763a04fcf0e17b6c8d54d6b3fe34b1edc56330
cremad,AudioWAV/1002_IEO_DIS_HI.wav,cremad/1002_IEO_DIS_HI,cremad_1002,,,disgust,disgust,,3.003000,16000,7c9d579caabb207a6d355809caa7145a2056bf36bf4c7fecf6320c3e089f002c
cremad,AudioWAV/1002_IEO_DIS_LO.wav,cremad/1002_IEO_DIS_LO,cremad_1002,,,disgust,disgust,,2.869562,16000,4a0a124a4f87380cda4fc1527e700eeebf7ac7ce78501753ec8436694ff43ca7
cremad,AudioWAV/1002_IEO_DIS_MD.wav,cremad/1002_IEO_DIS_MD,cremad_1002,,,disgust,disgust,,2.602625,16000,85a74dc88185f581a66c16b2d7e8cce161fc2f89ac7b825fd5f4c15b28489921
cremad,AudioWAV/1002_IEO_FEA_HI.wav,cremad/1002_IEO_FEA_HI,cremad_1002,,,fear,fear,,3.203187,16000,52b974469c8f8a5966080848c0a6996ce8d1b5ce7f4443f2e028f9ca95b5b117
cremad,AudioWAV/1002_IEO_FEA_LO.wav,cremad/1002_IEO_FEA_LO,cremad_1002,,,fear,fear,,2.602625,16000,9955a19484a884d5c33e3823bd0d85efa2c1a4ad793a4ca0a5d01b090b488c8e
cremad,AudioWAV/1002_IEO_FEA_MD.wav,cremad/1002_IEO_FEA_MD,cremad_1002,,,fear,fear,,1.935250,16000,055643733e26db0e66df5f39c06467974f528049c3de0bfca352c6b7ffc03cba
cremad,AudioWAV/1002_IEO_HAP_HI.wav,cremad/1002_IEO_HAP_HI,cremad_1002,,,happy,happy,happy,2.502500,16000,8d8c76573357ec717225c45d0358db1f189033b2a147978d37049230d224dc32
cremad,AudioWAV/1002_IEO_HAP_LO.wav,cremad/1002_IEO_HAP_LO,cremad_1002,,,happy,happy,happy,2.836187,16000,0342b0aa13f6895329992d8120e99682146a06f00b3be6a39aeca34ada2d3c3e
cremad,AudioWAV/1002_IEO_HAP_MD.wav,cremad/1002_IEO_HAP_MD,cremad_1002,,,happy,happy,happy,2.268937,16000,529ebbe11da94db56d87fc0f584a50ebb6a20ebf39b3dc31985a36d0c54f6cd2
cremad,AudioWAV/1002_IEO_NEU_XX.wav,cremad/1002_IEO_NEU_XX,cremad_1002,,,neutral,neutral,neutral,2.569250,16000,2686ee2b1f8ef4111e948f199ca3cde92659725999c4847fb7d6508f1d7390b2
cremad,AudioWAV/1002_IEO_SAD_HI.wav,cremad/1002_IEO_SAD_HI,cremad_1002,,,sad,sad,sad,2.736063,16000,bd0170c347f37effdc94281aa15cda351e24df2d6241ac0fd03a6cd3a7e29e8d
cremad,AudioWAV/1002_IEO_SAD_LO.wav,cremad/1002_IEO_SAD_LO,cremad_1002,,,sad,sad,sad,2.268937,16000,bd8a8539f004fb0d03e47db18b2022e9529d0ad7140736bd5dc73d6b47662717
cremad,AudioWAV/1002_IEO_SAD_MD.wav,cremad/1002_IEO_SAD_MD,cremad_1002,,,sad,sad,sad,2.369063,16000,b92c6eb7950b0c0e2d428899f2b88be2238d5294315a78bff6813ebe7761ae52
cremad,AudioWAV/1002_IOM_ANG_XX.wav,cremad/1002_IOM_ANG_XX,cremad_1002,,,angry,angry,angry,2.836187,16000,c54a717195d1185614e7df31341843f0d02d8234d01ef77f2e013a6b5824d270
cremad,AudioWAV/1002_IOM_DIS_XX.wav,cremad/1002_IOM_DIS_XX,cremad_1002,,,disgust,disgust,,2.769437,16000,266fd18e8fda52158368878b067f567c160cf1682298d2a071b696fd0fcbeb14
cremad,AudioWAV/1002_IOM_FEA_XX.wav,cremad/1002_IOM_FEA_XX,cremad_1002,,,fear,fear,,2.602625,16000,7b1fbbc7c325f7c2b39afef4ae9367bc881332c8c79705fc880485f88520502d
cremad,AudioWAV/1002_IOM_HAP_XX.wav,cremad/1002_IOM_HAP_XX,cremad_1002,,,happy,happy,happy,2.335688,16000,35a62d6c7c59220601b00db073a0bc5a2e42f39ba5fdb5d769546467bd8ed61b
cremad,AudioWAV/1002_IOM_NEU_XX.wav,cremad/1002_IOM_NEU_XX,cremad_1002,,,neutral,neutral,neutral,2.335688,16000,92650c2866fb0ab72e9d555393a14371d72cd5b0c4b79283770b93655c866bf7
cremad,AudioWAV/1002_IOM_SAD_XX.wav,cremad/1002_IOM_SAD_XX,cremad_1002,,,sad,sad,sad,2.669313,16000,8c5b8f27eeb65eada98bb850c471317588b1718d947b6f72519c2432cafd2dcd
cremad,AudioWAV/1002_ITH_ANG_XX.wav,cremad/1002_ITH_ANG_XX,cremad_1002,,,angry,angry,angry,2.936250,16000,666d55d74dde00bda6601bcba507a465c8ccea1b3b15fd0c95d5ce987807b0b0
cremad,AudioWAV/1002_ITH_DIS_XX.wav,cremad/1002_ITH_DIS_XX,cremad_1002,,,disgust,disgust,,3.803812,16000,0074c6c1f8231ec52f4b813f2f35cc3ac0af6ac7602d65596df90e9296aece45
cremad,AudioWAV/1002_ITH_FEA_XX.wav,cremad/1002_ITH_FEA_XX,cremad_1002,,,fear,fear,,3.503500,16000,22499a40a16c7ec646df3e5872bd3d7ce30b40517aa7e65f699d28e05c5ecac0
cremad,AudioWAV/1002_ITH_HAP_XX.wav,cremad/1002_ITH_HAP_XX,cremad_1002,,,happy,happy,happy,2.769437,16000,673d33eab042b22dcd7242b561e40775d338e0f6bf609284f9863b98e83b6889
cremad,AudioWAV/1002_ITH_NEU_XX.wav,cremad/1002_ITH_NEU_XX,cremad_1002,,,neutral,neutral,neutral,2.502500,16000,e5fab5a9a14743f7c32d2f8a8061a9cdbd65e3dce8cf3e36e6345e72c6bd9035
cremad,AudioWAV/1002_ITH_SAD_XX.wav,cremad/1002_ITH_SAD_XX,cremad_1002,,,sad,sad,sad,2.736063,16000,f6e18b7adf5e166d684df7b1832646fdb2731560e120a5d6c889b0127bb0160b
cremad,AudioWAV/1002_ITS_ANG_XX.wav,cremad/1002_ITS_ANG_XX,cremad_1002,,,angry,angry,angry,2.702688,16000,4a0abdc18a5255ac4f9bd8497adff9b316744bc5cac40e3127d0a474e1c53c45
cremad,AudioWAV/1002_ITS_DIS_XX.wav,cremad/1002_ITS_DIS_XX,cremad_1002,,,disgust,disgust,,2.836187,16000,056755a6e2020168ea81b65fd4e9159874d875f1529f6e399b66c0592f35eae8
cremad,AudioWAV/1002_ITS_FEA_XX.wav,cremad/1002_ITS_FEA_XX,cremad_1002,,,fear,fear,,2.469125,16000,a2b52b3611ee73c7d3461b5781ee65370f1f1c2d8979ff043ebeeeaa420a2865
cremad,AudioWAV/1002_ITS_HAP_XX.wav,cremad/1002_ITS_HAP_XX,cremad_1002,,,happy,happy,happy,2.435750,16000,782bba512a497dfef630af25680a9d774925850ba58b9f2b86ff81d108cb8e5b
